id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
taken_3,2241538,2015-01-09,Rob Vaux,False,D,rotten,Mania.com,[It] isn't so much out of gas as it is dragging itself away from the stalled car across the baking desert by its fingernails.,NEGATIVE,http://www.mania.com/mania-review-taken-3_article_141142.html
taken_3,2242544,2015-01-15,Tim Brayton,False,2/10,rotten,Antagony & Ecstasy,"Noisy, indecipherable nonsense and floppy, dismally uninteresting character drama.",NEGATIVE,http://antagonie.blogspot.com/2015/01/a-man-with-very-worn-out-set-of-skills.html
taken_3,2241351,2015-01-08,Ali Plumb,True,2/5,rotten,Empire Magazine,"Megaton's choppy editing barely disguises his star's hatred of running, while a brutal 12A neutering lessens what limited fun remains in seeing Oskar Schindler creakily throw a Russian bad 'un into some supermarket shelves.",NEGATIVE,http://www.empireonline.com/reviews/reviewcomplete.asp?FID=138920
taken_3,2321621,2016-04-17,J. Olson,False,3/5,fresh,Cinemixtape,"Its hilarious, mind-bendingly stupid climax is nearly worth the price of admission alone.",POSITIVE,http://www.cinemixtape.com/movie-reviews/taken-3/
taken_3,2241844,2015-01-10,Eric D. Snider,False,,rotten,GeekNation,This intentionally superficial character and premise have been stretched out much further than they were ever meant to be stretched.,NEGATIVE,http://geeknation.com/review-taken-3-again-fails-to-realize-what-we-liked-about-taken/
taken_3,2241749,2015-01-09,Tony Medley,False,5/10,rotten,Tolucan Times,"...formulaic, often preposterous...Director Luc Besson has clearly lost his way in this film. Oh, well, all good things must come to an end, and that's what's happened to this franchise. Too bad. With new blood it could continue for a long time.",NEGATIVE,http://www.tonymedley.com/2015/Taken_3.htm
taken_3,2241674,2015-01-09,Kevin Jagernauth,False,D,rotten,The Playlist,"...it's the audience's time and money that gets snatched, and not even Bryan Mills, with all his special skills, can stop that from happening.",NEGATIVE,http://blogs.indiewire.com/theplaylist/review-taken-3-starring-liam-neeson-forest-whitaker-maggie-grace-famke-janssen-and-dougray-scott-20150109
taken_3,2300345,2015-12-18,Norman Wilner,False,1/5,rotten,NOW Toronto,"There is no redeeming value to Taken 3. We don't get the satisfaction of a well-made action movie, the pleasure of elaborate stunt work or the pure joy of watching Liam Neeson badass his way through a bunch of heavies.",NEGATIVE,
taken_3,2606639,2019-07-18,Nicholas Bell,False,1/5,rotten,IONCINEMA.com,"Taken 3 ends as it began -- another segment in a bloated, lazily drawn cash cow that offers a few laughs and high octane chases.",NEGATIVE,https://www.ioncinema.com/reviews/taken-3-review
taken_3,2241639,2015-01-09,Bill Gibron,False,1.5/5,rotten,Film Racket,"This time, it's the audience that gets... TAKEN.",NEGATIVE,http://filmracket.com/taken-3/
taken_3,2241399,2015-01-08,Brian Henry Martin,False,3/10,rotten,UTV,The tagline for Taken 3 is 'It Ends Here' and we must all pray that it does.,NEGATIVE,http://www.u.tv/blogs/B-H-Martin/Neeson-gets-Taken-again/2600e66d-2eb7-40dc-8342-cafe228e8609
taken_3,2256746,2015-04-16,Nathanael Hood,False,5/10,rotten,The Young Folks,"Fool me once, shame on you. Fool me twice, shame on me. Fool me thrice, and now you're just sequel-baiting.",NEGATIVE,http://theyoungfolks.com/review/taken-3-review/46368
taken_3,2242836,2015-01-16,Jim Schembri,False,0/5,rotten,3AW,"If, in the first 20 minutes of this dreck, you can't spot at least three plot holes big enough to drive a monster truck through, then you're probably on the phone.",NEGATIVE,http://tinyurl.com/mzjvkox
taken_3,2240508,2015-01-05,Tom Huddleston,True,3/5,fresh,Time Out,"'Taken 3' scores over its predecessor on almost every level: the stakes are higher, the LA locations are nicely photographed and, best of all, there's an actual plot, with twists and everything.",POSITIVE,http://www.timeout.com/london/film/taken-3
taken_3,2241672,2015-01-09,Randy Cordova,True,1.5/5,rotten,Arizona Republic,All kinds of problems are forgivable in a movie like this if the finished product is exciting. That doesn't happen here.,NEGATIVE,http://www.azcentral.com/story/entertainment/movies/2015/01/09/review-taken-lacks-particular-set-skills/21500673/
